measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,measurement_18,measurement_19,measurement_20,measurement_21,measurement_22,measurement_23,measurement_24,measurement_25,measurement_26,measurement_27,measurement_28,measurement_29,measurement_30,measurement_31,measurement_32,measurement_33,measurement_34,measurement_35,measurement_36,measurement_37,measurement_38,measurement_39,measurement_40,measurement_41,measurement_42,measurement_43,measurement_44,measurement_45,measurement_46,measurement_47,pred,true
-0.8397711,-0.8065392,-0.80853736,0.8958681,-0.75605613,-0.7600428,1.4647162,-0.720414,0.93461704,0.67429966,0.4484736,1.0076394,-0.67283803,-0.48307827,-0.9319232,0.1525487,0.40952668,-0.8202331,0.46749243,-1.0435778,0.3679702,0.98442173,-0.6188454,0.6831715,0.57702494,0.83105904,0.39141107,-0.34833357,-0.6620091,-0.7636031,-0.47260034,-0.53256303,-0.5308194,0.101926655,-0.8923851,-0.6794748,-0.7982339,0.6303916,-0.6160753,0.19228476,-0.8377998,-0.656679,-0.39071742,-0.28897974,0.9089605,-0.4656525,-0.73271286,-0.62339634,-0.15206131,-0.23444845249799848
1.7564454,1.3161643,1.3071216,-0.112685345,-0.49360675,0.94889957,0.37291726,-0.7042195,-0.8690083,-0.71204007,1.1180805,-0.89104795,-0.95375687,-0.7832255,-0.79128903,-0.89785665,-0.9389276,-0.9359671,-1.0027264,-0.92290187,-0.6027054,-0.80343884,-0.933743,0.6704984,0.43483824,0.33273292,-0.8218092,-0.87345177,-0.44543815,-0.80660635,-0.5736845,0.021901142,1.2397664,-0.60847723,0.7951804,-0.66551596,1.3238273,-0.9235518,-0.87667274,-0.96717906,1.3742445,1.037728,-0.29980576,-0.9282728,-0.70703435,-0.83479816,-0.94153416,0.010318435,-0.8074657,-0.6148293167426873
1.2338431,1.8312201,1.554593,1.7159352,0.2508773,0.3451769,0.8914246,-0.7456359,-0.7355578,0.8659271,0.18046838,-0.7196226,-0.8766239,-0.67876095,0.3404049,0.69896257,-0.62725455,0.6809342,0.6680535,0.7791257,-0.7156327,-0.8709536,-1.170215,-0.9122317,-0.9131004,-0.8472886,0.40725335,0.9941944,0.90157354,0.46570534,-0.52610666,-0.60709214,-0.45542872,-0.88529325,0.80277926,-0.5693137,-0.728858,-0.7674278,0.07927304,0.5035017,-0.3151756,-0.15125756,0.092303604,0.80689496,0.9152048,0.101005405,-0.7414425,-0.60759914,-0.49117133,-0.4162165249964866
-0.73244953,-0.87284094,1.2594633,-0.88022894,-0.9123105,-0.9140996,-0.67205036,-0.51875466,-0.83082473,-0.30592588,-0.84341943,-0.62640566,-0.9039833,1.2251716,-0.92518795,0.55681235,-0.8060612,-0.8247705,0.71563864,-0.89047545,-0.05526253,1.0211642,0.4754953,0.62531984,0.054044522,-0.063536845,-0.0035993077,-0.25984642,-0.8191362,-0.73660433,-0.6059889,-0.639388,-0.56664884,0.5511648,-0.9059804,-0.43132013,-0.56201667,-0.14710988,0.57635224,-0.53864527,-0.81274545,-0.7292673,-0.74088526,-0.3742893,-0.75769526,-0.23182496,1.1985669,-0.6687689,-0.14848779,-0.2536178252331806
2.1335857,-0.25649542,0.6823476,0.34619096,1.3082476,0.65323204,-0.896681,-0.7016207,1.0451646,-0.7400216,-0.7002788,0.9935365,0.011424525,0.6476452,-0.89148456,-0.94855773,0.035541236,-0.8444131,-0.9734955,-0.774829,1.1697333,0.9846107,0.4277104,0.6555955,0.85269505,0.688323,0.82774514,0.8821811,0.9560782,1.179292,-0.14861988,-0.6627028,-0.14968215,0.62845767,0.7603389,1.2870768,-0.69078857,0.6921364,0.5207161,0.7102943,-0.57011455,-0.75112605,-0.5213826,-0.09271912,-0.7851293,-0.670655,-0.82175785,-0.6210631,0.51815486,0.6842846592240316
-0.7119134,-0.5692413,0.7148474,1.7073317,-0.62112224,-0.7691488,1.6458343,-0.5877789,-0.6912709,0.87039804,1.1283275,-0.66954046,-0.12707573,-0.8016423,0.6807351,-0.17557661,-0.59021455,0.87503433,-0.8378889,0.5744274,-0.64772457,1.0042139,-0.9569759,0.06519612,-0.63566387,-0.8149117,0.6147205,-0.4982125,-0.15683188,-0.715568,-0.5121903,1.4863367,-0.2943669,0.6568749,0.86399394,-0.66967636,1.3090183,0.6364888,0.53945667,0.58975273,1.0616446,1.0249546,0.8970102,0.18791363,0.41921166,-0.6657614,-0.6960517,-0.716616,-1.3979082,-1.5248480090124186
-0.6351126,-0.82026803,-0.83889633,-0.94819546,-0.84479254,0.25956765,1.0188477,-0.7951782,0.54527736,-0.7983992,-0.6982986,0.6752211,-0.5568617,0.23015448,-0.7743788,-0.91660553,-0.75388974,-0.9166995,-0.18587248,-0.7859889,0.9034306,0.45163175,-0.871358,-0.0070176236,-0.8005412,-0.9119213,-0.29621437,-0.9319046,-0.7743546,-0.72879666,-0.59122586,-0.6951943,-0.6412803,0.6212417,-0.7778626,-0.6078882,-0.6009682,0.30952698,0.6113816,0.5789591,-0.68765694,-0.5891216,-0.9028294,0.65069026,0.81585056,-0.39767343,-0.65019494,-0.6294614,1.4940974,1.5966025843469496
-0.7721656,-0.5485414,-0.9311005,-0.87481064,-0.85335416,-0.8299488,-0.8479868,-0.6064381,1.0357909,0.9264564,-0.7446393,1.0436727,-0.6043936,1.1692858,-0.7658082,-0.7928884,-0.7759285,-0.9911853,-0.9240396,-0.934238,-0.731946,-0.73152316,-0.9065304,0.56801087,-0.69080377,-0.26835042,-0.8542444,-0.629601,-0.788599,-0.65879816,-0.75431716,-0.71678746,-0.72288704,0.24889366,0.03744102,-0.678262,-0.7549866,-0.82665306,-0.054857023,-0.71139127,-0.7059876,-0.71470785,-0.64270186,0.16254395,-0.50044304,0.6050727,1.1285927,-0.589559,0.47022727,-0.519048385683192
-0.8844049,-0.5111352,-0.797626,-0.6251907,-0.89103806,-0.50824195,-0.74686664,0.71215636,1.1330037,-0.6609038,-0.82110184,0.69289887,0.7522082,-0.7275058,-0.42541412,-0.030015811,-0.76359135,-0.99366903,-0.7908966,-0.8853337,-0.51146936,-0.7573719,-0.9215111,-0.53826785,-0.79535866,-0.8038854,0.94673383,-0.19888265,0.0401435,-0.7452223,-0.66093504,-0.66344196,-0.5503431,0.29929784,0.4003532,-0.6450604,-0.817324,0.3951138,0.66572404,0.96332717,-0.6734873,-0.85423243,-0.89953035,0.59832907,1.0047106,0.8556062,-0.3282746,-0.63775736,0.60969085,0.9381978746195107
-0.58587134,0.73753387,0.4445895,-0.7414486,0.87184715,0.38906294,-0.564444,1.837426,-0.8242506,-0.7205372,-0.17852086,-0.7522725,-0.79631585,-0.7803426,-0.8964823,-0.4619637,-0.2854739,-0.926751,0.33549613,-0.8275355,-0.7167716,-0.67375374,0.56258905,-1.0457464,-0.778937,0.08768824,-0.76912206,-0.67235005,-0.8392021,-0.665801,-0.67379045,-0.5035886,-0.7905995,-0.88831156,0.73398566,-0.6332922,-0.7176632,-0.90700483,-0.9998996,-0.8709996,-0.34355053,1.1640801,-0.44534796,-1.0188103,-0.8101664,-0.7630496,-0.7635092,0.8641972,1.1300929,1.1507451926208578
-0.6786889,-0.6730831,-0.7047475,-0.67653865,-0.17117585,0.9687176,-0.3611135,-0.5007326,0.730083,0.2329363,1.1445577,1.1198727,0.45540428,0.53111744,-1.0832657,-0.99599123,-0.28093833,-0.98857003,-0.54080427,-0.79817915,1.2353672,-0.8192958,0.094853684,0.66134244,0.68201494,0.59304667,-0.6576001,-0.78920096,-0.7240086,-0.60305375,-0.64375997,-0.5645532,-0.25593826,0.60404634,-0.56611216,-0.58405703,-0.62841046,0.7192793,0.7500501,0.64337623,-0.65062606,-0.5983418,-0.8828381,0.70282966,0.87173915,0.77976006,0.24255715,-0.8420633,1.5050899,1.80176840689406
-0.7687983,-0.54586136,1.5487466,1.6849961,0.5090194,1.1363208,-0.5542316,-0.6362988,0.526503,-0.8042497,-0.9101922,0.8345251,-0.31616932,-0.61821896,-0.5611941,-0.7220453,0.7379887,0.6159299,0.5770772,0.7592991,1.0905578,-0.56786036,-0.9364269,-0.8910866,-0.8663158,-1.15019,-0.081522204,1.1461405,0.5519926,1.1950469,-0.6224169,-0.49901947,-0.62056154,-0.8221889,0.54577506,-0.306984,-0.69108725,-0.88567615,-0.8765284,-0.8029062,-0.4512707,-0.8548605,-0.8101176,0.7264717,1.0635568,0.7925653,0.35927978,-0.49378476,0.17563082,0.20950649865366658
0.46897948,-0.70449877,-0.530191,-0.66980886,0.85032445,1.1536336,-0.81783974,-0.7361861,-0.89204735,-0.9805944,-0.7953722,-0.81901693,0.7568224,-0.57390755,-0.75807756,-1.0190775,0.3074008,-0.08332523,-1.0030863,0.657978,-0.60943615,0.8630017,-0.9074924,-1.0002168,0.5693559,-0.7259324,1.0118649,1.2486248,0.9674057,0.88636637,-0.651026,-0.6237318,-0.25332874,-1.096017,0.0134088965,-0.6833892,-0.7002772,-0.5848596,-0.28547305,0.6910735,-0.5807584,-0.8242774,-0.40994644,0.86289847,-0.8187826,-0.827748,-0.7647534,-0.59264123,0.3311433,0.5800191500468788
-0.846925,-0.62664086,-0.74849814,-0.5510677,1.227478,1.1225266,-0.75877273,-0.63018787,-0.77819705,-0.71339613,-0.74396354,-0.75108325,0.5535778,-0.7080758,0.59603924,0.04058585,-0.8904081,-0.86180526,-0.12467717,-0.76474565,-0.8115641,-0.77516013,0.51695603,-0.014271642,-0.7897503,-0.7525149,-0.7671942,-0.6095105,-0.9123479,-0.78018904,-0.66862345,-0.6927919,-0.69980544,0.5203709,-0.8469403,-0.5888396,-0.74685395,0.71073425,0.6979658,0.74837977,-0.533503,-0.7222606,-0.80539536,0.8488271,0.9783548,0.98870337,1.0747513,-0.51079893,-1.1191336,-1.141152191205127
-0.7711168,-0.53776276,1.1869959,-0.7525816,-0.7403683,-0.14327866,-0.7958837,-0.64115024,-0.78241396,-0.47067037,-0.82245564,-0.73782307,-0.75917107,-0.73594344,0.5207063,0.36743185,-0.6911752,-0.410775,0.25386545,-0.8533664,-0.5845752,-0.7686709,0.619158,-0.8313072,-0.7757914,-0.900443,-0.8373293,-0.75476646,-0.8374996,-0.7784597,-0.5744446,-0.5537008,-0.7429909,-0.8673247,-0.6779392,-0.6330406,-0.6367311,-0.083057895,-0.95216566,-0.6759577,-0.56247663,-0.74790424,0.18715268,-0.8791095,-0.42644608,-0.83984166,-0.7449417,-0.6883933,-1.1579207,-1.1405823402223416
0.36977828,1.65797,-0.7535991,-0.662748,0.82338136,1.0624391,-0.8013513,0.103562474,-0.6123291,-0.7361268,-0.8122552,-0.46034533,-0.9325745,-0.8425399,0.5156541,0.41990837,-0.0042940076,0.7194656,0.23231779,0.6834202,-0.7751402,0.37205574,-0.8349897,-0.9567656,-0.7992629,-0.94160384,0.20952934,0.9661347,0.31869417,0.9796468,-0.6487551,-0.5615807,-0.77704316,-0.9438822,-0.78841025,0.9289468,1.0585628,-0.9226502,-0.886665,-0.7399088,1.1026198,0.8392729,0.5074098,-0.5437663,1.0986125,1.007576,1.2079501,1.4064527,-0.46908477,-0.2788875502251616
-0.77255523,1.8627264,-0.84677285,-0.644925,1.0153223,-0.8895028,-0.6219451,-0.28981492,0.87688017,-0.8051197,0.7305685,0.8976227,-0.7929141,1.118469,-0.86351156,-0.79953057,0.55119103,-0.9196483,-0.8339936,-0.88098127,1.4575472,0.08997903,-0.8166298,0.67334294,0.8700864,0.6576775,0.33127534,-0.862682,0.29035243,-0.59473675,-0.7265584,-0.5652542,-0.7891132,0.4350142,0.8354892,-0.5315944,-0.5732578,-0.06957773,0.5335872,-0.23005207,-0.9039597,-0.6598877,-0.8096091,-0.24342918,-0.7564264,-0.16778252,1.0124621,1.4551915,-0.12700623,-0.23365964189158375
-0.7961734,0.2782743,0.9121627,-0.43485814,1.1547128,1.0628967,-0.72019356,1.6403108,1.0015041,0.73280406,-0.8737745,-0.36624557,-0.86995935,0.49497792,-0.8835909,0.7230387,-0.89120996,-0.95799464,0.6147817,-0.8581417,-0.4476474,-0.10160991,0.58303833,-0.09404163,-0.68082505,-0.8932406,0.8445438,0.8491818,1.0316963,1.1124179,-0.7196876,-0.67526776,-0.8999462,-0.86104923,0.42082927,-0.11642388,-0.67400587,-0.94555765,-0.8523956,-1.0476936,1.0000007,-0.29224473,-0.6926926,-0.6920956,0.8927618,0.9792009,1.2552491,0.9992613,-0.4607789,-0.43692673893022216
-0.67683655,-0.56893605,-0.55846065,-0.5200321,-0.6959406,-0.6828698,-0.60297406,0.27203283,1.1992772,0.94999975,-0.71730345,0.033269368,-0.3011883,-0.5858777,-0.9040903,0.5252895,-0.75183,-0.9905855,0.6796929,-0.7794298,-0.63976765,-0.7242427,0.14657363,0.6754571,-0.834652,-0.8433696,-0.82890034,-0.56517965,-0.6981115,-0.7961638,-0.5706302,-0.7120792,-0.56242913,0.71557385,-0.8041881,-0.6677021,-0.57295895,0.59189045,0.5666659,0.69083565,-0.50105023,-0.7084122,-0.7884619,1.0015967,1.0574307,1.005536,1.1729836,-0.7550649,0.84595025,0.8140343253339881
-0.56986463,-0.77703327,1.5189849,1.9586622,1.2119833,1.0734084,1.2214822,-0.6751624,1.132526,-0.8643243,-0.7988501,0.20164804,-0.82945275,1.3562337,-0.7572594,-0.83694893,-0.506432,-0.96882284,-0.8978522,-0.85001564,1.3626416,-0.809961,-1.0684658,-1.1339533,-0.76203966,-0.98369306,-0.51726943,0.86208147,-0.1289952,1.1924856,1.1620412,1.4986537,0.9236448,-1.0815187,-0.7748627,1.1842068,1.2124741,-1.0883996,-0.8894654,-1.0329167,0.99081135,1.1179446,0.77558535,-0.014926216,0.93654376,0.92552793,0.9522341,1.2949349,-1.4584552,-1.5332028508580784
-0.76957273,-0.45693254,-0.6280285,-0.69262516,-0.608101,0.5352658,-0.686176,-0.7091083,0.10419157,0.6518553,-0.8057431,0.9906937,0.8025377,-0.8146516,-0.5704201,-0.39882413,0.8834506,-0.59004366,0.5026927,0.8446184,-0.43947545,-0.30036834,-0.12870644,0.6817033,-0.79607654,-0.9229754,-0.7851012,-0.50073165,-0.7472456,-0.6853365,-0.43275046,-0.67382395,-0.5213667,0.61985844,-0.7387323,-0.6528223,-0.7757099,0.6936959,0.528981,0.5325113,-0.78569794,-0.6608705,-0.100731865,0.33816546,0.7637085,-0.47499648,-0.72005737,-0.33605093,1.4940685,1.4723959197399317
-0.8860131,-0.59307426,-0.8679083,-0.642089,-0.8165447,-0.8221045,-0.7721671,-0.6213079,0.63283116,0.9524496,0.46738532,1.1119703,0.7341744,1.4708687,0.65517277,0.41814122,-0.23751321,-0.2115604,-0.8869902,-1.0561413,-0.6497934,-0.7721115,-0.96382606,-0.45320457,-0.7836658,-0.8538671,0.3579539,-0.7239841,-0.42438272,-0.68915296,-0.585066,-0.61482733,-0.6362394,0.6986539,-0.5132615,-0.75028914,-0.46792683,0.5023176,0.6887603,0.63847196,-0.69529223,-0.5622114,0.21315397,-0.20571038,-0.29093397,-0.93560696,-0.72020334,-0.6644261,0.5315477,0.8641756159514518
-0.6225817,-0.44352645,-0.7885512,-0.61116946,1.1496131,1.1395774,-0.8155685,1.7508218,-0.60621023,-0.42984354,-0.73686785,-0.8360476,-0.8140875,-0.607826,-0.893573,0.5439703,-0.65551966,-0.6146184,-0.2893568,-0.7937107,-0.7534525,-0.8223744,-0.4578115,0.5985645,-0.5685617,-0.77752715,-0.96853185,-0.7518819,-0.7504124,-0.7183748,-0.45166853,-0.6934324,-0.57895386,0.5633132,-0.8595107,-0.71436703,-0.69810516,-0.396638,0.7291024,0.24317513,-0.5820647,-0.90100104,-0.76878476,0.75783205,0.9023553,0.69236857,-0.13248807,-0.5560699,0.47411773,-0.32571193701190415
-0.64743817,-0.43886077,-0.78072226,-0.5659846,-0.70795804,-0.73790723,-0.41121456,1.7219644,-0.8617653,0.5388047,1.4016397,-0.8433489,-0.92508996,1.38913,-0.7146716,-0.7544563,-0.7660139,-0.8626981,-1.0071961,-0.8927285,-0.741292,-0.608659,-0.41884467,0.80685824,0.7540949,0.6905784,0.894961,1.1666584,0.89891005,0.5905745,-0.6179439,-0.4211368,-0.5190694,-0.9556301,0.6742824,-0.5920166,-0.7874789,-0.88189167,-1.078147,-0.918068,-0.6229285,-0.5593957,-0.76868623,-1.0129131,-0.82039404,-0.9131414,-0.7476226,1.6108971,0.13537796,-0.08313269672060909
1.3930413,1.7848471,1.6057897,1.8503095,1.1226579,1.1767359,1.658699,0.58163613,0.8238979,0.8684215,0.6461243,0.1739752,-0.32489765,-0.690283,0.7748205,0.8370698,-0.9470202,0.81867605,0.634687,-0.90793145,-0.6040142,-0.7562584,-1.0271,-0.8023256,-0.86547166,-0.9880295,1.109169,1.2150272,0.8682707,1.1732765,-0.5852111,-0.83722633,-0.70979995,-0.6286132,0.87578064,-0.14884417,-0.5549332,-0.13638997,0.60965186,0.66634804,1.1962824,1.0741264,0.8089263,0.74621046,0.76050365,1.0922544,0.95809364,-0.58409977,-0.5075513,-0.6114132765647365
1.2347623,-0.65858483,1.5223645,1.2812028,0.934996,1.1961905,0.7580194,-0.35554597,-0.6405336,0.21649955,1.1764612,0.6504402,0.9262191,-0.64715344,-0.6845878,-0.78630775,0.920942,-0.7378029,-0.90020996,0.06909096,-0.14265865,0.9531828,-0.85050285,-0.96393836,-0.8421118,-0.76536155,0.8007702,0.77804214,0.92279977,-0.63688284,-0.68146795,1.6837482,0.09233004,0.3107956,0.6725102,-0.5552523,1.1208413,0.25234935,0.6934997,0.76563877,0.32782552,0.1626239,0.08330251,0.9583681,1.0477362,0.40355724,-0.4512302,-0.5415355,-1.450418,-1.2114911838884856
2.12569,1.6355975,1.2617329,-0.7725038,0.5832387,1.119321,-0.5490044,0.2227679,-0.63930416,-0.26952887,-0.68143696,-0.868407,-0.23933473,-0.58101106,0.79237044,-0.92906904,0.02648099,0.72966987,-0.8748492,0.74385405,-0.56770504,0.4804674,0.3718899,0.5592206,-0.8004448,-0.90707964,0.77765083,1.1210153,0.8970774,1.115753,-0.56398845,-0.5491836,-0.65083057,-0.866479,-0.53653884,-0.41756487,-0.50398636,-1.0089713,-0.9507801,-0.76797837,1.2114823,1.0355717,0.7656385,0.45431525,0.903349,1.0147685,0.8716523,1.4510684,-0.48214492,-0.5455105734871063
-0.899329,-0.4375527,1.4472406,1.7692273,1.1300128,1.2146146,1.5422697,-0.55260324,0.44330654,-0.8404816,-0.62896645,0.31013831,0.7474756,-0.6002272,-0.09498758,0.11181184,-0.90415734,0.4699627,0.6526088,-0.7555242,-0.61173755,-0.6262501,0.5679378,0.63043267,0.7996804,0.8191754,-0.7009304,-0.74346364,-0.4300034,-0.61919844,-0.5426664,-0.56266046,0.6861638,-0.08550923,0.8553571,-0.5955423,0.039857373,-0.2243426,0.5618385,0.7134383,1.2706037,0.94267356,0.6473557,0.77625275,0.88495785,1.0330498,0.669935,-0.48832574,1.1528457,1.2601796300481292
2.140864,1.724216,1.4681065,-0.6284179,1.2086111,-0.12798068,-0.54254174,0.23809749,1.1135324,0.9464075,0.971058,0.7836604,-0.18489975,1.4443109,0.46753472,0.33184108,-0.5829774,-1.028563,-0.65235996,-0.90703535,1.1940664,-0.33261827,-0.9525849,-0.84422386,-0.7698388,-0.8366165,-0.68219304,-0.4799335,-0.46178448,0.6162975,1.6506141,1.5780045,-0.40416864,-1.0334239,-0.34228396,1.377917,1.3808018,-0.8025811,-1.0082225,-0.6050262,1.2975446,0.64266926,0.28564623,0.79791886,0.83186513,0.87930965,0.9537789,-0.58815324,-1.4437617,-1.5551359711104198
-0.8228842,-0.7093509,1.2146137,1.772583,-0.54414743,-0.23492503,1.5588095,-0.65333194,-0.6130033,0.52608556,1.311811,-0.56539065,0.89271617,-0.6978227,0.5569738,0.15033542,0.93958384,0.88645196,0.49921066,0.780056,0.13495913,0.79890305,-0.9929398,-0.86392874,-0.7473073,-0.83591473,0.94354224,0.9689932,0.8818629,0.8741168,-0.50457954,1.6207097,0.6102346,-0.17605579,0.62018234,-0.6044648,1.2355675,-0.0068002776,0.70373154,0.78095603,1.3292155,0.9709409,0.82360184,0.804456,0.6423598,-0.21256435,-0.7589708,-0.6524874,-1.3810457,-1.5704863228370614
-0.7351445,-0.66069305,0.49181658,1.7825441,-0.25779417,1.1283808,1.4988087,-0.8384766,-0.22356728,0.8746426,1.2016433,0.8082967,0.8939414,-0.57412046,0.41462865,0.6735929,0.45881742,0.24970226,0.52989906,-0.23889214,-0.46255428,1.0141603,0.65335685,0.22458027,0.37327987,0.65437704,-0.81527734,-0.80111927,-0.68094796,-0.7182942,-0.4855078,-0.7485487,1.023228,0.62124544,-0.07463739,-0.59499556,1.2173595,-0.6702961,0.7649738,0.23617908,0.99445146,-0.32864812,-0.6754635,0.7459584,1.0356746,0.94747657,-0.048835006,-0.8080813,1.1801883,1.310337233848333
2.1169207,-0.07015333,1.5961046,0.95316106,1.2152175,1.0207919,1.3851819,-0.5737119,-0.82500434,-0.8878087,-0.23399414,-0.76727563,0.9151936,-0.681059,0.57787746,-0.946689,-0.8466063,0.4287933,-1.0169011,-0.8349103,-0.7826015,-0.62931466,0.5172986,-0.064808354,-0.7294537,-0.8905684,-0.8272082,-0.76038426,-0.69183433,-0.75708634,-0.5514977,1.5891429,-0.74120814,0.79175395,-0.79615194,-0.66811,1.1989323,0.027724477,0.70989174,0.104781754,0.6019605,0.74863154,0.94014573,0.807114,0.8712719,0.9890595,1.1721005,0.30610445,0.19859324,0.2721196894072166
-0.7040089,-0.6839899,-0.8267999,-0.7858389,-0.7390155,-0.7674275,1.2608746,-0.5083489,-0.7159413,1.0030931,1.2258543,-0.7705278,-0.78704125,-0.77098244,-0.15842439,0.89376366,-0.8360001,0.13489556,0.4929239,-0.78316206,-0.73830616,-0.74591786,0.5825313,-0.87676626,0.42149162,0.7966511,-0.79083425,-0.767496,-0.8297456,-0.741871,-0.6603352,-0.49169973,-0.5167429,-0.9301531,-0.90658796,-0.60704094,-0.60569346,-0.9289869,-0.81486756,-0.8571984,1.3108231,1.0601293,0.8513338,-0.8650556,-0.69976914,-0.8685398,-0.7779662,-0.5314765,-1.2533566,-1.0582767105837485
-0.7047103,-0.6577481,-0.65691906,-0.78509295,1.2339981,0.808105,0.21721968,-0.48002908,1.0906248,-0.705068,0.9214867,0.8359043,-0.70118755,-0.6104786,-0.73178554,-0.28056332,-0.68462133,-1.0267797,-0.18441002,-0.7371072,-0.010839133,0.89448106,0.5461394,0.2819196,0.36732808,-0.1228765,-0.85204583,-0.76955146,-0.70399994,-0.7415861,-0.62012637,-0.66160965,-0.691496,0.1133751,-0.7011853,-0.6949708,-0.56640834,0.7151198,-0.3005801,0.7723653,-0.7379044,-0.82126737,-0.754108,0.43230674,0.8081304,-0.019300606,-0.70678544,-0.53514844,1.4247597,-0.056801082848684514
1.1379104,1.8532964,1.4650939,1.7714882,-0.11885886,-0.41930255,0.9200588,0.23846644,-0.81890035,-0.88943726,-0.7716682,-0.7550089,-0.5336859,-0.66172236,-0.7811364,-0.9340015,-0.8095926,-1.0683545,-1.0767394,-0.8117825,-0.72269654,-0.7144222,-0.8138933,-0.6334167,0.77043957,0.6763669,0.8884527,1.1030297,0.94632214,1.2344422,-0.4370202,1.5598019,0.35867685,0.5527322,0.41411665,1.524212,1.2762697,0.11780206,-0.6831425,-0.76760274,0.4670759,-0.5381409,-0.78496414,-0.7114325,-0.9259888,-0.8136166,-0.8475029,-0.6867534,-0.8335826,-0.7669912161768933
-0.84535,-0.6253457,-0.8352459,-0.7728508,-0.68637234,-0.76815176,-0.6756388,-0.62226593,-0.78660554,-0.7262911,-0.6423784,-0.8050773,-0.8426031,-0.51733255,-0.89595467,0.39604548,-0.76474184,0.069847636,0.65157175,0.81200975,-0.9399097,0.59633046,-0.8037714,-0.969034,0.7562517,0.6762302,-0.9213895,-0.9231112,-0.7810646,-0.5901243,-0.62626016,-0.26189053,-0.4441143,-0.88262284,-0.8635619,-0.5520522,1.4228138,0.5183805,-0.7060899,0.7285868,-0.42478466,0.2977935,0.7863701,0.46270508,-0.24447048,-0.504545,-0.8009759,-0.70211667,0.17878689,0.1737669837066328
0.6029737,-0.7200547,1.4790807,1.8618912,0.75384134,1.1333207,1.7663424,-0.5288094,0.023274437,-0.9353424,1.2046498,0.07272245,0.80349547,-0.55919796,-0.47676876,-0.9876213,-0.6360838,-0.8570448,-0.72765195,-0.80430305,-0.7590041,-0.8832423,-0.8636271,0.7000924,0.6397356,0.6219305,-0.3757087,-0.98748755,-0.4061797,-0.60786414,-0.6472832,1.167532,-0.7419492,0.62615037,0.7319543,-0.8461478,-0.40586448,-0.21437286,-0.1886163,-0.9212444,1.2829957,1.1016166,0.61604476,-0.78262377,-0.6658304,-0.5530853,-0.6585361,-0.57536143,-0.8127336,-0.7322401413196967
-0.680502,1.8642584,1.1840986,-0.47900486,0.62516683,0.5874081,-0.8472404,-0.38559017,-0.69200534,0.7781541,-0.58922184,-0.75870675,-0.95771843,-0.61395526,0.3141921,0.33529022,-0.76209664,0.10332324,-0.49894682,0.086923406,-0.7322952,-0.116109066,-0.18800254,-0.025086785,-0.7272117,-0.9267538,-0.6270924,-0.72171915,0.2973405,-0.5889212,-0.5585309,-0.6495946,-0.5632316,-0.9409954,0.14769681,-0.49183226,-0.83588094,-0.94291764,-1.0896022,-0.9496035,-0.7727309,-0.76575834,-0.83968633,-1.0540345,-0.65674436,-0.61792344,0.21337025,1.4184083,-0.50154203,-0.1635448779799609
-0.684919,-0.8755163,-0.8057769,-0.6436345,-0.7101214,-0.8126386,-0.66830784,-0.48161256,-0.73846775,0.2802983,0.58583367,-0.6641863,-0.33680144,-0.78033566,0.43714827,0.26874077,-0.5227988,0.5600974,-0.9025929,0.84530354,-0.8148275,0.97599775,0.62124616,0.35652512,-0.5938388,-0.8194945,0.95762885,0.06291418,1.0505997,0.2937733,-0.6395227,-0.46451774,-0.5495994,-0.8389699,0.68648964,-0.46535495,1.2056526,0.25535935,0.5817577,0.72915924,0.43787426,0.2535065,-0.015119884,-0.5171493,-0.81784374,-0.66102856,-0.7981339,-0.64828736,0.19121318,0.22348237311486405
-0.68148077,-0.72915137,1.4826491,0.56180435,-0.8345563,-0.73893696,-0.5645214,-0.72928876,-0.8358088,0.4565955,-0.80591863,-0.66241145,-0.9318871,-0.6988542,-0.17090374,0.45750692,-0.81086004,-0.7030437,0.5409889,-0.936232,-0.5232281,-0.77374256,0.54302806,-0.1742283,-0.6080106,0.24090827,-0.97278565,-0.7701952,-0.82860273,-0.7145147,-0.72660846,-0.54875535,-0.580647,0.22222559,-0.9923911,-0.6777994,-0.41089815,0.62429905,-0.5477207,0.7140498,-0.56948656,-0.8030286,0.8573303,0.62569416,1.0533518,0.851314,-0.27026063,-0.60739064,-1.1287256,-1.2740151059915636
-0.6484685,0.58138674,-0.82362807,-0.68886447,0.0009576416,-0.95215386,-0.62411046,1.9212182,0.06277115,-0.81499445,-0.7100977,-0.7977776,-0.8106387,-0.35484803,-0.18067537,0.7995027,-0.79429936,0.6107093,0.82008773,0.6896117,1.3999032,1.0241549,-0.20344454,-1.012211,-0.658222,-0.8356879,-0.67993265,-0.83127815,-0.66126955,-0.7378059,0.5632164,-0.6718023,-0.72984433,-0.90376836,-0.8514911,-0.73218125,-0.61492074,-0.9250934,-0.901178,-0.8214568,-0.04566316,1.1106287,0.7674429,0.47075403,0.9051196,1.1178532,1.0075649,1.599932,0.0033998895,0.16717866547448737
